Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,352,Iceland,ISL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2000,2000,5788,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,360,Indonesia,IDN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,230588,230588,668810,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,364,Iran,IRN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,78380,78380,400905,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,368,Iraq,IRQ,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2239600,2239600,3726491,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,372,Ireland,IRL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,66838,66838,334097,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,372,Ireland,IRL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1924881,1924881,3725942,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,376,Israel,ISR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,9049,9049,527337,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,376,Israel,ISR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,522559,522559,1313274,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,381,Italy,ITA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,535169,535169,1822790,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,381,Italy,ITA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,64843970,64843970,113647135,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,384,Côte d'Ivoire,CIV,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,4248,4248,17063,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,392,Japan,JPN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2530624,2530624,11593959,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,392,Japan,JPN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,998373,998373,2997373,6,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,398,Kazakhstan,KAZ,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1297160,1297160,2156679,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,400,Jordan,JOR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,687785,687785,1232039,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,404,Kenya,KEN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,596319,596319,854012,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,410,Rep. of Korea,KOR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1368530,1368530,3236702,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,410,Rep. of Korea,KOR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,239065,239065,365985,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,414,Kuwait,KWT,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,541667,541667,1096251,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,422,Lebanon,LBN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,355855,355855,757997,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,428,Latvia,LVA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,135557,135557,592305,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,430,Liberia,LBR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,28080,28080,109260,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,434,Libya,LBY,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,306000,306000,518326,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,440,Lithuania,LTU,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,49088,49088,102791,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,440,Lithuania,LTU,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2942873,2942873,4622179,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,442,Luxembourg,LUX,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2195,2195,13922,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,442,Luxembourg,LUX,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2825504,2825504,9148421,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,450,Madagascar,MDG,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,174680,174680,305664,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,458,Malaysia,MYS,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,501200,501200,1810101,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,458,Malaysia,MYS,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,349192,349192,467887,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,466,Mali,MLI,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,72000,72000,157080,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,478,Mauritania,MRT,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,7582,7582,20801,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,480,Mauritius,MUS,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,46790,46790,79196,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,484,Mexico,MEX,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,380890,380890,775029,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,484,Mexico,MEX,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,285950,285950,453969,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,490,"Other Asia, nes",,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1623042,1623042,3815200,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,490,"Other Asia, nes",,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1684007,1684007,3944485,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,504,Morocco,MAR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,3627413,3627413,6129378,6,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,508,Mozambique,MOZ,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,88000,88000,127482,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,512,Oman,OMN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,145920,145920,389826,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,528,Netherlands,NLD,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,82028316,82028316,143494249,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,528,Netherlands,NLD,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,52372561,52372561,116221965,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,554,New Zealand,NZL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,3483,3483,39779,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,566,Nigeria,NGA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,91400,91400,168641,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,579,Norway,NOR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,0,0,387,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,579,Norway,NOR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,746235,746235,1544344,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,586,Pakistan,PAK,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,771441,771441,1574427,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,616,Poland,POL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2702895,2702895,4895352,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,616,Poland,POL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,75369251,75369251,121740266,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,620,Portugal,PRT,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,4534,4534,15170,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,620,Portugal,PRT,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,17038853,17038853,28875772,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,624,Guinea-Bissau,GNB,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,36000,36000,60041,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,634,Qatar,QAT,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,148784,148784,426981,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,642,Romania,ROU,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2988060,2988060,5325543,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,642,Romania,ROU,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,16523393,16523393,25985897,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,643,Russian Federation,RUS,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,460457,460457,498680,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,643,Russian Federation,RUS,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,11044322,11044322,20900757,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,646,Rwanda,RWA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,54000,54000,107240,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,682,Saudi Arabia,SAU,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,46029310,46029310,61405757,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,682,Saudi Arabia,SAU,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1228247,1228247,2433088,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,686,Senegal,SEN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,124941,124941,253211,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,688,Serbia,SRB,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2661077,2661077,4252867,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,699,India,IND,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,16800,16800,57471,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,699,India,IND,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2197170,2197170,4438971,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,702,Singapore,SGP,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,172025,172025,686303,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,702,Singapore,SGP,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,139512,139512,468612,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,703,Slovakia,SVK,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,83779,83779,185212,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,703,Slovakia,SVK,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,12297433,12297433,20564181,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,704,Viet Nam,VNM,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,97274,97274,230981,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,705,Slovenia,SVN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,137,137,8014,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,705,Slovenia,SVN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2164104,2164104,5334220,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,706,Somalia,SOM,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,216000,216000,461604,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,710,South Africa,ZAF,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1835940,1835940,6426121,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,724,Spain,ESP,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,15969286,15969286,27838543,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,724,Spain,ESP,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,29861294,29861294,53528851,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,752,Sweden,SWE,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,726583,726583,2026694,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,752,Sweden,SWE,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,4660425,4660425,9751805,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,757,Switzerland,CHE,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1307,1307,24951,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,757,Switzerland,CHE,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,15089835,15089835,51425943,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,764,Thailand,THA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,818750,818750,2783966,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,764,Thailand,THA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,242827,242827,663400,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,768,Togo,TGO,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,70620,70620,104513,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,784,United Arab Emirates,ARE,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,530241,530241,1336786,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,788,Tunisia,TUN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,428517,428517,818160,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,792,Turkey,TUR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,3204,3204,22600,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,792,Turkey,TUR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,13584272,13584272,22811001,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,800,Uganda,UGA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,132260,132260,184020,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,804,Ukraine,UKR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,125040,125040,147800,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,804,Ukraine,UKR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,5102581,5102581,7643137,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,807,North Macedonia,MKD,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1438450,1438450,2257047,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,818,Egypt,EGY,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,50000,50000,72895,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,818,Egypt,EGY,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,4929974,4929974,9163917,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,826,United Kingdom,GBR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1324479,1324479,3588101,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,826,United Kingdom,GBR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,49629902,49629902,111614784,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,834,United Rep. of Tanzania,TZA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,164195,164195,326881,0,
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,842,USA,USA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,40366830,40366830,123479734,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,842,USA,USA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,6799150,6799150,15446278,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,858,Uruguay,URY,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1006,1006,10126,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,860,Uzbekistan,UZB,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,337586,337586,583438,0,
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,894,Zambia,ZMB,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,35200,35200,67878,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,6804071,6804071,13149988,6,
H5,2019,2019,2019,6,1,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2012,2012,6144,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,40,Austria,AUT,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,16625,16625,63547,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,56,Belgium,BEL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1847387,1847387,2946435,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,191,Croatia,HRV,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,7694,7694,34496,0,
H5,2019,2019,2019,6,1,2,Export,70,Bosnia Herzegovina,BIH,191,Croatia,HRV,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1445,1445,3351,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,208,Denmark,DNK,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,147,147,2502,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,251,France,FRA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,150226,150226,243099,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,276,Germany,DEU,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,910250,910250,2106307,6,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,300,Greece,GRC,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,128,128,852,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,381,Italy,ITA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2013065,2013065,4651105,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,528,Netherlands,NLD,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,726896,726896,1242847,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,616,Poland,POL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,138,138,614,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,642,Romania,ROU,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,670210,670210,1115615,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,643,Russian Federation,RUS,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,44530,44530,77255,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,682,Saudi Arabia,SAU,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,273020,273020,415839,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,688,Serbia,SRB,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,540,540,5785,0,
H5,2019,2019,2019,6,1,2,Export,70,Bosnia Herzegovina,BIH,688,Serbia,SRB,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,96,96,507,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,705,Slovenia,SVN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,28490,28490,52562,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,724,Spain,ESP,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,114180,114180,184683,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,757,Switzerland,CHE,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1,1,58,0,
H5,2019,2019,2019,6,1,1,Import,70,Bosnia Herzegovina,BIH,792,Turkey,TUR,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,540,540,6378,0,
H5,2019,2019,2019,6,1,2,Export,70,Bosnia Herzegovina,BIH,807,North Macedonia,MKD,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,471,471,2285,0,
H5,2019,2019,2019,6,1,1,Import,72,Botswana,BWA,0,World,WLD,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,117303,232380,466223,0,
H5,2019,2019,2019,6,1,1,Import,72,Botswana,BWA,156,China,CHN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,99,21940,4711,0,
H5,2019,2019,2019,6,1,1,Import,72,Botswana,BWA,276,Germany,DEU,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,93,12719,73655,0,
H5,2019,2019,2019,6,1,1,Import,72,Botswana,BWA,710,South Africa,ZAF,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,117111,197720,387856,0,
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,0,World,WLD,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,160899865,,304225500,0,
H5,2019,2019,2019,6,1,2,Export,76,Brazil,BRA,0,World,WLD,390720,"Polyethers; in primary forms, excluding polyacetals",1,No Quantity,0,5507189,17069748,6,
H5,2019,2019,2019,6,1,4,Re-Import,76,Brazil,BRA,0,World,WLD,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,72405,72405,124410,0,
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,32,Argentina,ARG,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,537848,537848,973522,0,
H5,2019,2019,2019,6,1,2,Export,76,Brazil,BRA,32,Argentina,ARG,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,1342036,1352640,3440393,6,
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,36,Australia,AUS,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,22609,22609,104667,0,
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,40,Austria,AUT,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,40,40,476,0,
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,56,Belgium,BEL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,4264266,4264266,6390682,0,
H5,2019,2019,2019,6,1,2,Export,76,Brazil,BRA,56,Belgium,BEL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,45646,45646,121874,6,
H5,2019,2019,2019,6,1,2,Export,76,Brazil,BRA,68,Bolivia (Plurinational State of),BOL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,59215,59215,238119,0,
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,76,Brazil,BRA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,72405,72405,124410,0,
H5,2019,2019,2019,6,1,4,Re-Import,76,Brazil,BRA,76,Brazil,BRA,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,72405,72405,124410,0,
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,124,Canada,CAN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,59,,1012,0,
H5,2019,2019,2019,6,1,2,Export,76,Brazil,BRA,124,Canada,CAN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,11600,11600,94676,0,
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,152,Chile,CHL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,14200,14200,34515,0,
H5,2019,2019,2019,6,1,2,Export,76,Brazil,BRA,152,Chile,CHL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,322038,320038,974355,6,
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,156,China,CHN,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,22685466,0,37490423,0,
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,170,Colombia,COL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,2948900,2948900,4993449,0,
H5,2019,2019,2019,6,1,2,Export,76,Brazil,BRA,170,Colombia,COL,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,655031,655017,1825735,6,
H5,2019,2019,2019,6,1,2,Export,76,Brazil,BRA,188,Costa Rica,CRI,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,3400,3400,12796,0,
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,208,Denmark,DNK,390720,"Polyethers; in primary forms, excluding polyacetals",8,Weight in kilograms,13200,13200,36169,0,
